scenario,modelID,RMSE,pearsons_r,p_pearsons_r,num_datapoints,Model,Readout Train Data,Readout Type,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed,ModelID,Model Kind,Visual encoder architecture,Dynamics model architecture,ObjectCentric,Supervised,SelfSupervisedLossSelfSupervisedLoss,Encoder Training Dataset Type,Dynamics Training Dataset Type,Readout Train Data Type
drop,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_C_drop_per_example_svg.csv,0.03349705947851633,0.17315042909085568,0.03409528972685073,150,SVG,drop,C,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_C_drop_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
drop,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_D_drop_per_example_svg.csv,0.03349705947851633,0.17315042909085568,0.03409528972685073,150,SVG,drop,D,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_D_drop_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
drop,SVG_VGG_1.0_VAE_drop_VAE_1_drop_readout_A_drop_per_example_svg.csv,0.039514723414781544,0.2976797875594156,0.00021598335518202016,150,SVG,drop,A,VGG,LSTM,,,,VAE,drop,1.0,VAE,drop,1,SVG_VGG_1.0_VAE_drop_VAE_1_drop_readout_A_drop_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
drop,SVG_VGG_1.0_VAE_drop_VAE_1_drop_readout_B_drop_per_example_svg.csv,0.04164450435336527,0.2287537528252331,0.004867916097946791,150,SVG,drop,B,VGG,LSTM,,,,VAE,drop,1.0,VAE,drop,1,SVG_VGG_1.0_VAE_drop_VAE_1_drop_readout_B_drop_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
drop,SVG_VGG_1.0_VAE_drop_VAE_1_drop_readout_C_drop_per_example_svg.csv,0.036438765149320304,0.2833665736656975,0.0004417636136191402,150,SVG,drop,C,VGG,LSTM,,,,VAE,drop,1.0,VAE,drop,1,SVG_VGG_1.0_VAE_drop_VAE_1_drop_readout_C_drop_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
drop,SVG_VGG_1.0_VAE_drop_VAE_1_drop_readout_D_drop_per_example_svg.csv,0.036438765149320304,0.2833665736656975,0.0004417636136191402,150,SVG,drop,D,VGG,LSTM,,,,VAE,drop,1.0,VAE,drop,1,SVG_VGG_1.0_VAE_drop_VAE_1_drop_readout_D_drop_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
drop,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_drop_readout_A_drop_VGGFrozenLSTM_results.csv,0.036022136073894845,0.42226319995138734,7.354874036995195e-08,150,VGGFrozenLSTM,drop,A,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_drop,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_drop_readout_A_drop_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all_but_this,same
drop,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_drop_readout_B_drop_VGGFrozenLSTM_results.csv,0.0425422410431555,0.19329863851967932,0.017787707534603334,150,VGGFrozenLSTM,drop,B,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_drop,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_drop_readout_B_drop_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all_but_this,same
drop,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_drop_readout_C_drop_VGGFrozenLSTM_results.csv,0.0413033018456009,0.2124292143713506,0.009059307559368492,150,VGGFrozenLSTM,drop,C,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_drop,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_drop_readout_C_drop_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all_but_this,same
drop,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_A_drop_VGGFrozenLSTM_results.csv,0.03425445565987976,0.44688258956648996,9.897034016930609e-09,150,VGGFrozenLSTM,drop,A,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_A_drop_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all,same
drop,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_B_drop_VGGFrozenLSTM_results.csv,0.04400195552821704,0.18656117720628537,0.022260613203913066,150,VGGFrozenLSTM,drop,B,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_B_drop_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all,same
drop,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_C_drop_VGGFrozenLSTM_results.csv,0.042153769419317304,0.18449605789429127,0.02381244733536692,150,VGGFrozenLSTM,drop,C,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_C_drop_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all,same
drop,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_drop_readout_A_drop_VGGFrozenLSTM_results.csv,0.03722903456347239,0.3901361766816402,8.007019529827047e-07,150,VGGFrozenLSTM,drop,A,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,drop,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_drop_readout_A_drop_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,same,same
drop,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_drop_readout_B_drop_VGGFrozenLSTM_results.csv,0.04466001237279065,0.17632348051511848,0.03089770149467771,150,VGGFrozenLSTM,drop,B,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,drop,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_drop_readout_B_drop_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,same,same
drop,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_drop_readout_C_drop_VGGFrozenLSTM_results.csv,0.045104747936477396,0.16220220311968622,0.04735658259132824,150,VGGFrozenLSTM,drop,C,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,drop,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_drop_readout_C_drop_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,same,same
drop,SVG_VGG_1.0_VAE_no_drop_VAE_1_no_drop_readout_A_drop_per_example_svg_seed_0_1_2.csv,0.03896733211953553,-0.04326254527110474,0.5991178333625727,150,SVG,drop,A,VGG,LSTM,,,,VAE,no_drop,1.0,VAE,no_drop,1,SVG_VGG_1.0_VAE_no_drop_VAE_1_no_drop_readout_A_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
drop,SVG_VGG_1.0_VAE_no_drop_VAE_1_no_drop_readout_B_drop_per_example_svg_seed_0_1_2.csv,0.03637658471841561,0.02108919866556073,0.7978298687084155,150,SVG,drop,B,VGG,LSTM,,,,VAE,no_drop,1.0,VAE,no_drop,1,SVG_VGG_1.0_VAE_no_drop_VAE_1_no_drop_readout_B_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
drop,SVG_VGG_1.0_VAE_no_drop_VAE_1_no_drop_readout_C_drop_per_example_svg_seed_0_1_2.csv,0.03874486800310758,0.035757616494424715,0.6639871196360134,150,SVG,drop,C,VGG,LSTM,,,,VAE,no_drop,1.0,VAE,no_drop,1,SVG_VGG_1.0_VAE_no_drop_VAE_1_no_drop_readout_C_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
drop,SVG_VGG_1.0_VAE_no_drop_VAE_1_no_drop_readout_D_drop_per_example_svg_seed_0_1_2.csv,0.03874486800310758,0.035757616494424715,0.6639871196360134,150,SVG,drop,D,VGG,LSTM,,,,VAE,no_drop,1.0,VAE,no_drop,1,SVG_VGG_1.0_VAE_no_drop_VAE_1_no_drop_readout_D_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
drop,SVG_VGG_2.0_VAE_no_drop_VAE_2_no_drop_readout_A_drop_per_example_svg_seed_0_1_2.csv,0.033770084909826185,0.1724643466928233,0.03482231886754168,150,SVG,drop,A,VGG,LSTM,,,,VAE,no_drop,2.0,VAE,no_drop,2,SVG_VGG_2.0_VAE_no_drop_VAE_2_no_drop_readout_A_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
drop,SVG_VGG_2.0_VAE_no_drop_VAE_2_no_drop_readout_B_drop_per_example_svg_seed_0_1_2.csv,0.03390757476211725,-0.03221394914672261,0.6955460895443445,150,SVG,drop,B,VGG,LSTM,,,,VAE,no_drop,2.0,VAE,no_drop,2,SVG_VGG_2.0_VAE_no_drop_VAE_2_no_drop_readout_B_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
drop,SVG_VGG_2.0_VAE_no_drop_VAE_2_no_drop_readout_C_drop_per_example_svg_seed_0_1_2.csv,0.0315108025002033,0.1631331856339347,0.046082822180528366,150,SVG,drop,C,VGG,LSTM,,,,VAE,no_drop,2.0,VAE,no_drop,2,SVG_VGG_2.0_VAE_no_drop_VAE_2_no_drop_readout_C_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
drop,SVG_VGG_2.0_VAE_no_drop_VAE_2_no_drop_readout_D_drop_per_example_svg_seed_0_1_2.csv,0.0315108025002033,0.1631331856339347,0.046082822180528366,150,SVG,drop,D,VGG,LSTM,,,,VAE,no_drop,2.0,VAE,no_drop,2,SVG_VGG_2.0_VAE_no_drop_VAE_2_no_drop_readout_D_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
drop,SVG_VGG_0.0_VAE_no_drop_VAE_0_no_drop_readout_A_drop_per_example_svg_seed_0_1_2.csv,0.04084113719653139,0.16060139673445642,0.04961526234408838,150,SVG,drop,A,VGG,LSTM,,,,VAE,no_drop,0.0,VAE,no_drop,0,SVG_VGG_0.0_VAE_no_drop_VAE_0_no_drop_readout_A_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
drop,SVG_VGG_0.0_VAE_no_drop_VAE_0_no_drop_readout_B_drop_per_example_svg_seed_0_1_2.csv,0.04842792423092774,-0.12927296840551658,0.11487782962084049,150,SVG,drop,B,VGG,LSTM,,,,VAE,no_drop,0.0,VAE,no_drop,0,SVG_VGG_0.0_VAE_no_drop_VAE_0_no_drop_readout_B_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
drop,SVG_VGG_0.0_VAE_no_drop_VAE_0_no_drop_readout_C_drop_per_example_svg_seed_0_1_2.csv,0.038101197620727265,0.14298670731837,0.08088858177249814,150,SVG,drop,C,VGG,LSTM,,,,VAE,no_drop,0.0,VAE,no_drop,0,SVG_VGG_0.0_VAE_no_drop_VAE_0_no_drop_readout_C_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
drop,SVG_VGG_0.0_VAE_no_drop_VAE_0_no_drop_readout_D_drop_per_example_svg_seed_0_1_2.csv,0.038101197620727265,0.14298670731837,0.08088858177249814,150,SVG,drop,D,VGG,LSTM,,,,VAE,no_drop,0.0,VAE,no_drop,0,SVG_VGG_0.0_VAE_no_drop_VAE_0_no_drop_readout_D_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
drop,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_A_drop_per_example_svg_seed_0_1_2.csv,0.05418027430195476,0.006632577585992489,0.9549628879263515,75,SVG,drop,A,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_A_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
drop,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_B_drop_per_example_svg_seed_0_1_2.csv,0.05258886778340061,0.04140425628390195,0.7243132549674126,75,SVG,drop,B,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_B_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
drop,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_C_drop_per_example_svg_seed_0_1_2.csv,0.04820589166950328,-0.08761060474223169,0.4548068169133882,75,SVG,drop,C,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_C_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
drop,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_D_drop_per_example_svg_seed_0_1_2.csv,0.04820589166950328,-0.08761060474223169,0.4548068169133882,75,SVG,drop,D,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_D_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
drop,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_A_drop_per_example_svg_seed_0_1_2.csv,0.04270452636080179,0.16825065579421153,0.039580659731161004,150,SVG,drop,A,VGG,LSTM,,,,VAE,all,2.0,VAE,all,2,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_A_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_VAE_2_same,ConvNet,Neither,False,False,NA,all,all,same
drop,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_B_drop_per_example_svg_seed_0_1_2.csv,0.038139793054114114,0.13592906578699024,0.09720352693781426,150,SVG,drop,B,VGG,LSTM,,,,VAE,all,2.0,VAE,all,2,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_B_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_VAE_2_same,ConvNet,Neither,False,False,NA,all,all,same
drop,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_C_drop_per_example_svg_seed_0_1_2.csv,0.03979932252745028,0.1480521326096035,0.07059564378356105,150,SVG,drop,C,VGG,LSTM,,,,VAE,all,2.0,VAE,all,2,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_C_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_VAE_2_same,ConvNet,Neither,False,False,NA,all,all,same
drop,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_D_drop_per_example_svg_seed_0_1_2.csv,0.03979932252745028,0.1480521326096035,0.07059564378356105,150,SVG,drop,D,VGG,LSTM,,,,VAE,all,2.0,VAE,all,2,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_D_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_VAE_2_same,ConvNet,Neither,False,False,NA,all,all,same
drop,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_A_drop_per_example_svg_seed_0_1_2.csv,0.03288338847077772,0.09428513018720451,0.25111272068481894,150,SVG,drop,A,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_A_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
drop,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_B_drop_per_example_svg_seed_0_1_2.csv,0.03510562230037049,-0.06505215174715576,0.4290046005868796,150,SVG,drop,B,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_B_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
drop,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_C_drop_per_example_svg_seed_0_1_2.csv,0.031383128167166416,0.0035285204459250766,0.965817926898412,150,SVG,drop,C,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_C_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
drop,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_D_drop_per_example_svg_seed_0_1_2.csv,0.031383128167166416,0.0035285204459250766,0.965817926898412,150,SVG,drop,D,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_D_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
drop,SVG_VGG_1.0_VAE_drop_VAE_1_drop_readout_A_drop_per_example_svg_seed_0_1_2.csv,0.0690159249888551,-0.0663006654045689,0.571965534769572,75,SVG,drop,A,VGG,LSTM,,,,VAE,drop,1.0,VAE,drop,1,SVG_VGG_1.0_VAE_drop_VAE_1_drop_readout_A_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
drop,SVG_VGG_1.0_VAE_drop_VAE_1_drop_readout_B_drop_per_example_svg_seed_0_1_2.csv,0.06470355247997656,-0.02536776130131723,0.8289596278197228,75,SVG,drop,B,VGG,LSTM,,,,VAE,drop,1.0,VAE,drop,1,SVG_VGG_1.0_VAE_drop_VAE_1_drop_readout_B_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
drop,SVG_VGG_1.0_VAE_drop_VAE_1_drop_readout_C_drop_per_example_svg_seed_0_1_2.csv,0.06576008287479614,-0.24344740031667852,0.03531898313160836,75,SVG,drop,C,VGG,LSTM,,,,VAE,drop,1.0,VAE,drop,1,SVG_VGG_1.0_VAE_drop_VAE_1_drop_readout_C_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
drop,SVG_VGG_1.0_VAE_drop_VAE_1_drop_readout_D_drop_per_example_svg_seed_0_1_2.csv,0.06576008287479614,-0.24344740031667852,0.03531898313160836,75,SVG,drop,D,VGG,LSTM,,,,VAE,drop,1.0,VAE,drop,1,SVG_VGG_1.0_VAE_drop_VAE_1_drop_readout_D_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
drop,SVG_VGG_2.0_VAE_drop_VAE_2_drop_readout_A_drop_per_example_svg_seed_0_1_2.csv,0.04290022622124323,0.18028880260568875,0.027263131510541543,150,SVG,drop,A,VGG,LSTM,,,,VAE,drop,2.0,VAE,drop,2,SVG_VGG_2.0_VAE_drop_VAE_2_drop_readout_A_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_same_VAE_2_same,ConvNet,Neither,False,False,NA,same,same,same
drop,SVG_VGG_2.0_VAE_drop_VAE_2_drop_readout_B_drop_per_example_svg_seed_0_1_2.csv,0.038447167632868415,0.21421147299688104,0.008482783117353171,150,SVG,drop,B,VGG,LSTM,,,,VAE,drop,2.0,VAE,drop,2,SVG_VGG_2.0_VAE_drop_VAE_2_drop_readout_B_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_same_VAE_2_same,ConvNet,Neither,False,False,NA,same,same,same
drop,SVG_VGG_2.0_VAE_drop_VAE_2_drop_readout_C_drop_per_example_svg_seed_0_1_2.csv,0.04085368683095404,0.1311835895668267,0.10956601987897906,150,SVG,drop,C,VGG,LSTM,,,,VAE,drop,2.0,VAE,drop,2,SVG_VGG_2.0_VAE_drop_VAE_2_drop_readout_C_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_same_VAE_2_same,ConvNet,Neither,False,False,NA,same,same,same
drop,SVG_VGG_2.0_VAE_drop_VAE_2_drop_readout_D_drop_per_example_svg_seed_0_1_2.csv,0.04085368683095404,0.1311835895668267,0.10956601987897906,150,SVG,drop,D,VGG,LSTM,,,,VAE,drop,2.0,VAE,drop,2,SVG_VGG_2.0_VAE_drop_VAE_2_drop_readout_D_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_same_VAE_2_same,ConvNet,Neither,False,False,NA,same,same,same
drop,SVG_VGG_0.0_VAE_drop_VAE_0_drop_readout_A_drop_per_example_svg_seed_0_1_2.csv,0.03805762382365041,0.15670986211002158,0.05548104706151926,150,SVG,drop,A,VGG,LSTM,,,,VAE,drop,0.0,VAE,drop,0,SVG_VGG_0.0_VAE_drop_VAE_0_drop_readout_A_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
drop,SVG_VGG_0.0_VAE_drop_VAE_0_drop_readout_B_drop_per_example_svg_seed_0_1_2.csv,0.03193158596891788,0.25675384221194336,0.0015159334441301972,150,SVG,drop,B,VGG,LSTM,,,,VAE,drop,0.0,VAE,drop,0,SVG_VGG_0.0_VAE_drop_VAE_0_drop_readout_B_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
drop,SVG_VGG_0.0_VAE_drop_VAE_0_drop_readout_C_drop_per_example_svg_seed_0_1_2.csv,0.03210924916533735,0.2667216673703545,0.0009692236216925265,150,SVG,drop,C,VGG,LSTM,,,,VAE,drop,0.0,VAE,drop,0,SVG_VGG_0.0_VAE_drop_VAE_0_drop_readout_C_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
drop,SVG_VGG_0.0_VAE_drop_VAE_0_drop_readout_D_drop_per_example_svg_seed_0_1_2.csv,0.03210924916533735,0.2667216673703545,0.0009692236216925265,150,SVG,drop,D,VGG,LSTM,,,,VAE,drop,0.0,VAE,drop,0,SVG_VGG_0.0_VAE_drop_VAE_0_drop_readout_D_drop_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
drop,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_B_drop_FitVid_results.csv,0.03732438291106412,0.3797937045485462,1.6394368667178772e-06,150,FitVid,drop,B,NVAE encoder,LSTM,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_B_drop_FitVid_results.csv,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,,,NA,all,all,same
drop,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_A_drop_FitVid_results.csv,0.03695907905623323,0.4507762682862775,7.100584594001508e-09,150,FitVid,drop,A,NVAE encoder,LSTM,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_A_drop_FitVid_results.csv,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,,,NA,all,all,same
drop,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_C_drop_FitVid_results.csv,0.03852435224873231,0.32389772554716595,5.270798308462989e-05,150,FitVid,drop,C,NVAE encoder,LSTM,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_C_drop_FitVid_results.csv,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,,,NA,all,all,same
drop,CSWM_CSWM encoder_0.0_Contrastive_no_drop_Contrastive_0_no_drop_readout_A_drop_CSWM_results.csv,0.03297519066450814,0.03464610298543853,0.6738258479264325,150,CSWM,drop,A,CSWM encoder,CSWM dynamics,,,,Contrastive,no_drop,0.0,Contrastive,no_drop,0,CSWM_CSWM encoder_0.0_Contrastive_no_drop_Contrastive_0_no_drop_readout_A_drop_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
drop,CSWM_CSWM encoder_0.0_Contrastive_no_drop_Contrastive_0_no_drop_readout_B_drop_CSWM_results.csv,0.03503738051985961,-0.04267709550030413,0.6040750132040903,150,CSWM,drop,B,CSWM encoder,CSWM dynamics,,,,Contrastive,no_drop,0.0,Contrastive,no_drop,0,CSWM_CSWM encoder_0.0_Contrastive_no_drop_Contrastive_0_no_drop_readout_B_drop_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
