scenario,modelID,RMSE,pearsons_r,p_pearsons_r,num_datapoints,Model,Readout Train Data,Readout Type,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed,ModelID,Model Kind,Visual encoder architecture,Dynamics model architecture,ObjectCentric,Supervised,SelfSupervisedLossSelfSupervisedLoss,Encoder Training Dataset Type,Dynamics Training Dataset Type,Readout Train Data Type
rollingsliding,SVG_VGG_0.0_VAE_no_rollingsliding_VAE_0_no_rollingsliding_readout_D_rollingsliding_per_example_svg_seed_0_1_2.csv,0.050982690054145484,0.1438095739249572,0.17142671382928795,92,SVG,rollingsliding,D,VGG,LSTM,,,,VAE,no_rollingsliding,0.0,VAE,no_rollingsliding,0,SVG_VGG_0.0_VAE_no_rollingsliding_VAE_0_no_rollingsliding_readout_D_rollingsliding_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
rollingsliding,SVG_VGG_1.0_VAE_rollingsliding_VAE_1_rollingsliding_readout_A_rollingsliding_per_example_svg_seed_0_1_2.csv,0.08818393204150934,0.09812855663734255,0.5164722471526737,46,SVG,rollingsliding,A,VGG,LSTM,,,,VAE,rollingsliding,1.0,VAE,rollingsliding,1,SVG_VGG_1.0_VAE_rollingsliding_VAE_1_rollingsliding_readout_A_rollingsliding_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
rollingsliding,SVG_VGG_1.0_VAE_rollingsliding_VAE_1_rollingsliding_readout_B_rollingsliding_per_example_svg_seed_0_1_2.csv,0.09375327985761508,-0.12491612121401406,0.40815014673218397,46,SVG,rollingsliding,B,VGG,LSTM,,,,VAE,rollingsliding,1.0,VAE,rollingsliding,1,SVG_VGG_1.0_VAE_rollingsliding_VAE_1_rollingsliding_readout_B_rollingsliding_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
rollingsliding,SVG_VGG_1.0_VAE_rollingsliding_VAE_1_rollingsliding_readout_C_rollingsliding_per_example_svg_seed_0_1_2.csv,0.0795119122509033,-0.07187438019665408,0.6350187229735871,46,SVG,rollingsliding,C,VGG,LSTM,,,,VAE,rollingsliding,1.0,VAE,rollingsliding,1,SVG_VGG_1.0_VAE_rollingsliding_VAE_1_rollingsliding_readout_C_rollingsliding_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
rollingsliding,SVG_VGG_1.0_VAE_rollingsliding_VAE_1_rollingsliding_readout_D_rollingsliding_per_example_svg_seed_0_1_2.csv,0.0795119122509033,-0.07187438019665408,0.6350187229735871,46,SVG,rollingsliding,D,VGG,LSTM,,,,VAE,rollingsliding,1.0,VAE,rollingsliding,1,SVG_VGG_1.0_VAE_rollingsliding_VAE_1_rollingsliding_readout_D_rollingsliding_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
rollingsliding,SVG_VGG_2.0_VAE_rollingsliding_VAE_2_rollingsliding_readout_A_rollingsliding_per_example_svg_seed_0_1_2.csv,0.046841768375498034,0.35505996495926845,0.000514802390388832,92,SVG,rollingsliding,A,VGG,LSTM,,,,VAE,rollingsliding,2.0,VAE,rollingsliding,2,SVG_VGG_2.0_VAE_rollingsliding_VAE_2_rollingsliding_readout_A_rollingsliding_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_same_VAE_2_same,ConvNet,Neither,False,False,NA,same,same,same
rollingsliding,SVG_VGG_2.0_VAE_rollingsliding_VAE_2_rollingsliding_readout_B_rollingsliding_per_example_svg_seed_0_1_2.csv,0.048079414355096654,0.16476428980615151,0.11653078127775034,92,SVG,rollingsliding,B,VGG,LSTM,,,,VAE,rollingsliding,2.0,VAE,rollingsliding,2,SVG_VGG_2.0_VAE_rollingsliding_VAE_2_rollingsliding_readout_B_rollingsliding_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_same_VAE_2_same,ConvNet,Neither,False,False,NA,same,same,same
rollingsliding,SVG_VGG_2.0_VAE_rollingsliding_VAE_2_rollingsliding_readout_C_rollingsliding_per_example_svg_seed_0_1_2.csv,0.05051242098955893,0.18243544192337732,0.0817584131415755,92,SVG,rollingsliding,C,VGG,LSTM,,,,VAE,rollingsliding,2.0,VAE,rollingsliding,2,SVG_VGG_2.0_VAE_rollingsliding_VAE_2_rollingsliding_readout_C_rollingsliding_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_same_VAE_2_same,ConvNet,Neither,False,False,NA,same,same,same
rollingsliding,SVG_VGG_2.0_VAE_rollingsliding_VAE_2_rollingsliding_readout_D_rollingsliding_per_example_svg_seed_0_1_2.csv,0.05051242098955893,0.18243544192337732,0.0817584131415755,92,SVG,rollingsliding,D,VGG,LSTM,,,,VAE,rollingsliding,2.0,VAE,rollingsliding,2,SVG_VGG_2.0_VAE_rollingsliding_VAE_2_rollingsliding_readout_D_rollingsliding_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_same_VAE_2_same,ConvNet,Neither,False,False,NA,same,same,same
rollingsliding,SVG_VGG_0.0_VAE_rollingsliding_VAE_0_rollingsliding_readout_A_rollingsliding_per_example_svg_seed_0_1_2.csv,0.057750244915833485,0.22899371628702683,0.02811604144660291,92,SVG,rollingsliding,A,VGG,LSTM,,,,VAE,rollingsliding,0.0,VAE,rollingsliding,0,SVG_VGG_0.0_VAE_rollingsliding_VAE_0_rollingsliding_readout_A_rollingsliding_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
rollingsliding,SVG_VGG_0.0_VAE_rollingsliding_VAE_0_rollingsliding_readout_B_rollingsliding_per_example_svg_seed_0_1_2.csv,0.05134278404414366,0.15295219382181988,0.14550685589685491,92,SVG,rollingsliding,B,VGG,LSTM,,,,VAE,rollingsliding,0.0,VAE,rollingsliding,0,SVG_VGG_0.0_VAE_rollingsliding_VAE_0_rollingsliding_readout_B_rollingsliding_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
rollingsliding,SVG_VGG_0.0_VAE_rollingsliding_VAE_0_rollingsliding_readout_C_rollingsliding_per_example_svg_seed_0_1_2.csv,0.057419446261491466,0.030837179540556706,0.770435614532265,92,SVG,rollingsliding,C,VGG,LSTM,,,,VAE,rollingsliding,0.0,VAE,rollingsliding,0,SVG_VGG_0.0_VAE_rollingsliding_VAE_0_rollingsliding_readout_C_rollingsliding_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
rollingsliding,SVG_VGG_0.0_VAE_rollingsliding_VAE_0_rollingsliding_readout_D_rollingsliding_per_example_svg_seed_0_1_2.csv,0.057419446261491466,0.030837179540556706,0.770435614532265,92,SVG,rollingsliding,D,VGG,LSTM,,,,VAE,rollingsliding,0.0,VAE,rollingsliding,0,SVG_VGG_0.0_VAE_rollingsliding_VAE_0_rollingsliding_readout_D_rollingsliding_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
rollingsliding,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_C_rollingsliding_FitVid_results.csv,0.03896455168049513,0.5188339266514397,8.455113810647782e-08,94,FitVid,rollingsliding,C,NVAE encoder,LSTM,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_C_rollingsliding_FitVid_results.csv,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,,,NA,all,all,same
rollingsliding,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_A_rollingsliding_FitVid_results.csv,0.036107866764228246,0.6683159358353862,1.8470014679446224e-13,94,FitVid,rollingsliding,A,NVAE encoder,LSTM,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_A_rollingsliding_FitVid_results.csv,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,,,NA,all,all,same
rollingsliding,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_B_rollingsliding_FitVid_results.csv,0.036477807692356985,0.5928631324518666,3.062178664711403e-10,94,FitVid,rollingsliding,B,NVAE encoder,LSTM,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_B_rollingsliding_FitVid_results.csv,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,,,NA,all,all,same
rollingsliding,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_A_rollingsliding_CSWM_results.csv,0.045176390697665915,0.18117887796612264,0.08053585198184314,94,CSWM,rollingsliding,A,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_A_rollingsliding_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
rollingsliding,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_B_rollingsliding_CSWM_results.csv,0.04513897107696537,0.1445776926204695,0.16443960089314255,94,CSWM,rollingsliding,B,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_B_rollingsliding_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
rollingsliding,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_C_rollingsliding_CSWM_results.csv,0.04399411380566312,0.20794708961024516,0.04430553893154708,94,CSWM,rollingsliding,C,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_C_rollingsliding_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
rollingsliding,CSWM_CSWM encoder_0.0_Contrastive_no_rollingsliding_Contrastive_0_no_rollingsliding_readout_A_rollingsliding_CSWM_results.csv,0.04412893099244992,0.21100669071855216,0.041205168147564766,94,CSWM,rollingsliding,A,CSWM encoder,CSWM dynamics,,,,Contrastive,no_rollingsliding,0.0,Contrastive,no_rollingsliding,0,CSWM_CSWM encoder_0.0_Contrastive_no_rollingsliding_Contrastive_0_no_rollingsliding_readout_A_rollingsliding_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
rollingsliding,CSWM_CSWM encoder_0.0_Contrastive_no_rollingsliding_Contrastive_0_no_rollingsliding_readout_B_rollingsliding_CSWM_results.csv,0.044700638329664054,0.18194062201153355,0.07924942566764656,94,CSWM,rollingsliding,B,CSWM encoder,CSWM dynamics,,,,Contrastive,no_rollingsliding,0.0,Contrastive,no_rollingsliding,0,CSWM_CSWM encoder_0.0_Contrastive_no_rollingsliding_Contrastive_0_no_rollingsliding_readout_B_rollingsliding_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
rollingsliding,CSWM_CSWM encoder_0.0_Contrastive_no_rollingsliding_Contrastive_0_no_rollingsliding_readout_C_rollingsliding_CSWM_results.csv,0.04514191979575722,0.05865907029374685,0.5743918126259479,94,CSWM,rollingsliding,C,CSWM encoder,CSWM dynamics,,,,Contrastive,no_rollingsliding,0.0,Contrastive,no_rollingsliding,0,CSWM_CSWM encoder_0.0_Contrastive_no_rollingsliding_Contrastive_0_no_rollingsliding_readout_C_rollingsliding_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
rollingsliding,CSWM_CSWM encoder_0.0_Contrastive_rollingsliding_Contrastive_0_rollingsliding_readout_A_rollingsliding_CSWM_results.csv,0.04622264345884972,0.196240173747903,0.05800789300704707,94,CSWM,rollingsliding,A,CSWM encoder,CSWM dynamics,,,,Contrastive,rollingsliding,0.0,Contrastive,rollingsliding,0,CSWM_CSWM encoder_0.0_Contrastive_rollingsliding_Contrastive_0_rollingsliding_readout_A_rollingsliding_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_same_Contrastive_0_same,Neither,Neither,True,False,NA,same,same,same
rollingsliding,CSWM_CSWM encoder_0.0_Contrastive_rollingsliding_Contrastive_0_rollingsliding_readout_B_rollingsliding_CSWM_results.csv,0.04637814415839883,0.10356999122882887,0.3205211684146839,94,CSWM,rollingsliding,B,CSWM encoder,CSWM dynamics,,,,Contrastive,rollingsliding,0.0,Contrastive,rollingsliding,0,CSWM_CSWM encoder_0.0_Contrastive_rollingsliding_Contrastive_0_rollingsliding_readout_B_rollingsliding_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_same_Contrastive_0_same,Neither,Neither,True,False,NA,same,same,same
rollingsliding,CSWM_CSWM encoder_0.0_Contrastive_rollingsliding_Contrastive_0_rollingsliding_readout_C_rollingsliding_CSWM_results.csv,0.04546233996825371,0.0890335874280678,0.39346004103524623,94,CSWM,rollingsliding,C,CSWM encoder,CSWM dynamics,,,,Contrastive,rollingsliding,0.0,Contrastive,rollingsliding,0,CSWM_CSWM encoder_0.0_Contrastive_rollingsliding_Contrastive_0_rollingsliding_readout_C_rollingsliding_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_same_Contrastive_0_same,Neither,Neither,True,False,NA,same,same,same
rollingsliding,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_A_rollingsliding_DEITFrozenLSTM_results.csv,0.05068642334563865,0.35357407866654395,0.00047265296607182394,94,DEITFrozenLSTM,rollingsliding,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_A_rollingsliding_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all,same
rollingsliding,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_B_rollingsliding_DEITFrozenLSTM_results.csv,0.058165463334872256,0.16497966912970743,0.11205022488447085,94,DEITFrozenLSTM,rollingsliding,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_B_rollingsliding_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all,same
rollingsliding,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_C_rollingsliding_DEITFrozenLSTM_results.csv,0.058274917935756544,0.16426143567889695,0.11364240195475403,94,DEITFrozenLSTM,rollingsliding,C,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_C_rollingsliding_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all,same
rollingsliding,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_rollingsliding_readout_A_rollingsliding_DEITFrozenLSTM_results.csv,0.05073179443845358,0.35194007466480615,0.0005041946407351327,94,DEITFrozenLSTM,rollingsliding,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_rollingsliding,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_rollingsliding_readout_A_rollingsliding_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
rollingsliding,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_rollingsliding_readout_B_rollingsliding_DEITFrozenLSTM_results.csv,0.05824941197263104,0.1641672051312335,0.11385258583557874,94,DEITFrozenLSTM,rollingsliding,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_rollingsliding,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_rollingsliding_readout_B_rollingsliding_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
rollingsliding,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_rollingsliding_readout_C_rollingsliding_DEITFrozenLSTM_results.csv,0.05805341719243962,0.17304347755122496,0.09533980293593475,94,DEITFrozenLSTM,rollingsliding,C,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_rollingsliding,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_rollingsliding_readout_C_rollingsliding_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
rollingsliding,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_rollingsliding_readout_A_rollingsliding_DEITFrozenLSTM_results.csv,0.05073179443845358,0.35194007466480615,0.0005041946407351327,94,DEITFrozenLSTM,rollingsliding,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,rollingsliding,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_rollingsliding_readout_A_rollingsliding_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
rollingsliding,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_rollingsliding_readout_B_rollingsliding_DEITFrozenLSTM_results.csv,0.058054953261100155,0.16700651810876296,0.10765036706001972,94,DEITFrozenLSTM,rollingsliding,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,rollingsliding,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_rollingsliding_readout_B_rollingsliding_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
