scenario,Cohens_k_lb,Cohens_k_med,Cohens_k_ub,num_datapoints,Model,Readout Train Data,Readout Type,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed,ModelID,Model Kind,Visual encoder architecture,Dynamics model architecture,ObjectCentric,Supervised,SelfSupervisedLossSelfSupervisedLoss,Encoder Training Dataset Type,Dynamics Training Dataset Type,Readout Train Data Type
clothiness,0.04636942190923816,0.1764266507319988,0.28848573192260696,75,VGGFrozenLSTM,clothiness,A,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,clothiness,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_clothiness_readout_A_clothiness_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,same,same
clothiness,-0.05849361946140673,0.03310448603404481,0.15633478257163014,75,VGGFrozenLSTM,clothiness,B,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,clothiness,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_clothiness_readout_B_clothiness_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,same,same
clothiness,-0.040844998227346836,0.04168362777822998,0.15633478257163014,75,VGGFrozenLSTM,clothiness,C,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,clothiness,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_clothiness_readout_C_clothiness_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,same,same
clothiness,0.03965061214791322,0.3307581746316923,0.46278067042647636,75,CSWM,clothiness,A,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_A_clothiness_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
clothiness,-0.05257319511840552,0.052749140893470714,0.11068353371334078,75,CSWM,clothiness,B,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_B_clothiness_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
clothiness,-0.07011679686139215,0.007401924500370027,0.1451243873383683,75,CSWM,clothiness,C,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_C_clothiness_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
clothiness,0.10395523942273024,0.30660461786289595,0.45539973498233194,75,CSWM,clothiness,A,CSWM encoder,CSWM dynamics,,,,Contrastive,no_clothiness,0.0,Contrastive,no_clothiness,0,CSWM_CSWM encoder_0.0_Contrastive_no_clothiness_Contrastive_0_no_clothiness_readout_A_clothiness_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
clothiness,-0.1365105833844248,-0.011502922873845023,0.10291912928246415,75,CSWM,clothiness,B,CSWM encoder,CSWM dynamics,,,,Contrastive,no_clothiness,0.0,Contrastive,no_clothiness,0,CSWM_CSWM encoder_0.0_Contrastive_no_clothiness_Contrastive_0_no_clothiness_readout_B_clothiness_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
clothiness,-0.15847620292997544,-0.0330666666666668,0.1510643154062635,75,CSWM,clothiness,C,CSWM encoder,CSWM dynamics,,,,Contrastive,no_clothiness,0.0,Contrastive,no_clothiness,0,CSWM_CSWM encoder_0.0_Contrastive_no_clothiness_Contrastive_0_no_clothiness_readout_C_clothiness_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
clothiness,0.08091500241742874,0.18636603840056365,0.31152742966675423,75,CSWM,clothiness,A,CSWM encoder,CSWM dynamics,,,,Contrastive,clothiness,0.0,Contrastive,clothiness,0,CSWM_CSWM encoder_0.0_Contrastive_clothiness_Contrastive_0_clothiness_readout_A_clothiness_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_same_Contrastive_0_same,Neither,Neither,True,False,NA,same,same,same
clothiness,-0.09609521711927821,0.033754572663784455,0.1499476766840875,75,CSWM,clothiness,B,CSWM encoder,CSWM dynamics,,,,Contrastive,clothiness,0.0,Contrastive,clothiness,0,CSWM_CSWM encoder_0.0_Contrastive_clothiness_Contrastive_0_clothiness_readout_B_clothiness_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_same_Contrastive_0_same,Neither,Neither,True,False,NA,same,same,same
clothiness,-0.07055347035209972,0.051782756516432715,0.17838560286534957,75,CSWM,clothiness,C,CSWM encoder,CSWM dynamics,,,,Contrastive,clothiness,0.0,Contrastive,clothiness,0,CSWM_CSWM encoder_0.0_Contrastive_clothiness_Contrastive_0_clothiness_readout_C_clothiness_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_same_Contrastive_0_same,Neither,Neither,True,False,NA,same,same,same
clothiness,0.0011496554108892728,0.16002909619930894,0.27876603192694843,75,DEITFrozenLSTM,clothiness,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_A_clothiness_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all,same
clothiness,-0.051683896099151264,0.06493180486988537,0.16733940425428817,75,DEITFrozenLSTM,clothiness,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_B_clothiness_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all,same
clothiness,-0.051683896099151264,0.06554191325854619,0.15888368346636067,75,DEITFrozenLSTM,clothiness,C,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_C_clothiness_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all,same
clothiness,0.0011496554108892728,0.16002909619930894,0.27876603192694843,75,DEITFrozenLSTM,clothiness,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_clothiness,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_clothiness_readout_A_clothiness_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
clothiness,-0.04531569005020983,0.058154235145385424,0.16789030730842167,75,DEITFrozenLSTM,clothiness,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_clothiness,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_clothiness_readout_B_clothiness_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
clothiness,-0.051683896099151264,0.06554191325854619,0.15888368346636067,75,DEITFrozenLSTM,clothiness,C,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_clothiness,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_clothiness_readout_C_clothiness_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
clothiness,0.0011496554108892728,0.16002909619930894,0.27876603192694843,75,DEITFrozenLSTM,clothiness,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,clothiness,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_clothiness_readout_A_clothiness_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
clothiness,-0.09531847878654319,0.04205039096437879,0.14231176520048539,75,DEITFrozenLSTM,clothiness,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,clothiness,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_clothiness_readout_B_clothiness_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
clothiness,-0.051683896099151264,0.06554191325854619,0.15888368346636067,75,DEITFrozenLSTM,clothiness,C,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,clothiness,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_clothiness_readout_C_clothiness_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
clothiness,0.0011496554108892728,0.16002909619930894,0.27876603192694843,75,DEITFrozenMLP,clothiness,A,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_A_clothiness_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all,same
clothiness,-0.09180110161682321,0.03855062872270032,0.11693445252867779,75,DEITFrozenMLP,clothiness,B,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_B_clothiness_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all,same
clothiness,-0.051683896099151264,0.06554191325854619,0.15888368346636067,75,DEITFrozenMLP,clothiness,C,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_C_clothiness_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all,same
clothiness,0.0011496554108892728,0.16002909619930894,0.27876603192694843,75,DEITFrozenMLP,clothiness,A,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_clothiness,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_clothiness_readout_A_clothiness_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all_but_this,same
clothiness,-0.05921435955039019,0.0575043128234618,0.1838669065653672,75,DEITFrozenMLP,clothiness,B,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_clothiness,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_clothiness_readout_B_clothiness_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all_but_this,same
clothiness,-0.051683896099151264,0.06554191325854619,0.15888368346636067,75,DEITFrozenMLP,clothiness,C,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_clothiness,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_clothiness_readout_C_clothiness_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all_but_this,same
clothiness,0.0011496554108892728,0.16002909619930894,0.27876603192694843,75,DEITFrozenMLP,clothiness,A,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,clothiness,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_clothiness_readout_A_clothiness_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,same,same
clothiness,-0.0636782025203052,0.056036405817792456,0.14893376079055362,75,DEITFrozenMLP,clothiness,B,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,clothiness,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_clothiness_readout_B_clothiness_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,same,same
clothiness,-0.051683896099151264,0.06554191325854619,0.15888368346636067,75,DEITFrozenMLP,clothiness,C,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,clothiness,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_clothiness_readout_C_clothiness_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,same,same
clothiness,-0.03270174862769252,0.09757738896366075,0.20063853035955448,75,OP3,clothiness,A,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_A_clothiness_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all,all,same
clothiness,-0.10152686249347986,0.004276931301791076,0.09488966310945635,75,OP3,clothiness,B,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_B_clothiness_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all,all,same
clothiness,-0.034836045171433364,0.0729346698928448,0.151211851160687,75,OP3,clothiness,C,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_C_clothiness_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all,all,same
clothiness,-0.10277583179839245,0.004920913884007061,0.09860113317691199,75,OP3,clothiness,A,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,no_clothiness,0.0,Image Reconstruction,no_clothiness,0,OP3_OP3 encoder_0.0_Image Reconstruction_no_clothiness_Image Reconstruction_0_no_clothiness_readout_A_clothiness_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_but_this_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
clothiness,-0.07834538196403827,0.023032952252858174,0.11540112283690465,75,OP3,clothiness,B,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,no_clothiness,0.0,Image Reconstruction,no_clothiness,0,OP3_OP3 encoder_0.0_Image Reconstruction_no_clothiness_Image Reconstruction_0_no_clothiness_readout_B_clothiness_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_but_this_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
clothiness,-0.11131854669157358,0.004903203990193616,0.11823253255098418,75,OP3,clothiness,C,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,no_clothiness,0.0,Image Reconstruction,no_clothiness,0,OP3_OP3 encoder_0.0_Image Reconstruction_no_clothiness_Image Reconstruction_0_no_clothiness_readout_C_clothiness_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_but_this_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
clothiness,0.050335016455760544,0.16155382102014892,0.3065077229324883,75,OP3,clothiness,A,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,clothiness,0.0,Image Reconstruction,clothiness,0,OP3_OP3 encoder_0.0_Image Reconstruction_clothiness_Image Reconstruction_0_clothiness_readout_A_clothiness_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_same_Image Reconstruction_0_same,Neither,Neither,True,False,NA,same,same,same
clothiness,-0.04070723938509561,0.06289308176100639,0.15376736215693917,75,OP3,clothiness,B,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,clothiness,0.0,Image Reconstruction,clothiness,0,OP3_OP3 encoder_0.0_Image Reconstruction_clothiness_Image Reconstruction_0_clothiness_readout_B_clothiness_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_same_Image Reconstruction_0_same,Neither,Neither,True,False,NA,same,same,same
clothiness,0.020931449405782176,0.12225732092546737,0.22552844301830705,75,OP3,clothiness,C,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,clothiness,0.0,Image Reconstruction,clothiness,0,OP3_OP3 encoder_0.0_Image Reconstruction_clothiness_Image Reconstruction_0_clothiness_readout_C_clothiness_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_same_Image Reconstruction_0_same,Neither,Neither,True,False,NA,same,same,same
collision,0.2864787781033583,0.43712246018671064,0.524506397234399,94,VGGFrozenMLP,collision,A,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_all_readout_A_collision_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all,same
collision,0.030382277658101326,0.13041670979375347,0.2215830956981662,94,VGGFrozenMLP,collision,B,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_all_readout_B_collision_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all,same
collision,0.0366976633824145,0.13981430912069903,0.2309093362115488,94,VGGFrozenMLP,collision,C,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_all_readout_C_collision_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all,same
collision,0.2701148189111215,0.43351741947220074,0.5225761475214461,94,VGGFrozenMLP,collision,A,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,collision,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_collision_readout_A_collision_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,same,same
collision,0.15164129868342133,0.27334827255287897,0.36537463638083256,94,VGGFrozenMLP,collision,B,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,collision,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_collision_readout_B_collision_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,same,same
collision,0.10257698137391534,0.22628967785194826,0.31148420265667043,94,VGGFrozenMLP,collision,C,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,collision,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_collision_readout_C_collision_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,same,same
collision,0.24918365188595412,0.40285038804961965,0.4838331150686327,94,VGGFrozenMLP,collision,A,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_collision,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_no_collision_readout_A_collision_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all_but_this,same
collision,0.05657072240051891,0.16068437994655,0.24976352036912033,94,VGGFrozenMLP,collision,B,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_collision,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_no_collision_readout_B_collision_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all_but_this,same
collision,0.049978391989381914,0.15615477890958446,0.2420079742352094,94,VGGFrozenMLP,collision,C,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_collision,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_no_collision_readout_C_collision_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all_but_this,same
collision,0.17992784349053864,0.3111823400697625,0.4161114509407628,94,RPIN,collision,A,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_A_collision_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
collision,0.04436777630548508,0.15037407930802438,0.23023952514347978,94,RPIN,collision,B,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_B_collision_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
collision,-0.05457493408906666,-0.0057653034815199344,0.03727800246175472,94,RPIN,collision,C,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_C_collision_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
collision,-0.05457493408906666,-0.0057653034815199344,0.03727800246175472,94,RPIN,collision,D,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_D_collision_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
collision,0.3307471264367816,0.49409780775716694,0.6070147828307122,94,RPIN,collision,A,R-CNN,Interaction Network,,,,L2 on 2D position,collision,0.0,L2 on 2D position,collision,0,RPIN_R-CNN_0.0_L2 on 2D position_collision_L2 on 2D position_0_collision_readout_A_collision_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
collision,0.15735390199637028,0.31512761634547176,0.4425133689839572,94,RPIN,collision,B,R-CNN,Interaction Network,,,,L2 on 2D position,collision,0.0,L2 on 2D position,collision,0,RPIN_R-CNN_0.0_L2 on 2D position_collision_L2 on 2D position_0_collision_readout_B_collision_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
collision,0.08845597773333949,0.19726113293644837,0.3238087509579292,94,RPIN,collision,C,R-CNN,Interaction Network,,,,L2 on 2D position,collision,0.0,L2 on 2D position,collision,0,RPIN_R-CNN_0.0_L2 on 2D position_collision_L2 on 2D position_0_collision_readout_C_collision_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
